Kinase,Peptide,LFC
BARK1,ACM1_444_456,-0.0957275678777485
CDK,ACM1_444_456,-0.0957275678777485
CK1,ACM1_444_456,-0.0957275678777485
DAPK,ACM1_444_456,-0.0957275678777485
DMPK,ACM1_444_456,-0.0957275678777485
DYRK,ACM1_444_456,-0.0957275678777485
ERK,ACM1_444_456,-0.0957275678777485
GSK,ACM1_444_456,-0.0957275678777485
IRAK,ACM1_444_456,-0.0957275678777485
JNK,ACM1_444_456,-0.0957275678777485
MLCK,ACM1_444_456,-0.0957275678777485
P38,ACM1_444_456,-0.0957275678777485
PDK1,ACM1_444_456,-0.0957275678777485
PEK,ACM1_444_456,-0.0957275678777485
PHK,ACM1_444_456,-0.0957275678777485
PIM,ACM1_444_456,-0.0957275678777485
PKCA,ACM1_444_456,-0.0957275678777485
RSK,ACM1_444_456,-0.0957275678777485
VRK2,ACM1_444_456,-0.0957275678777485
BARK1,ACM4_456_468,0.09254498121343988
FRAY,ACM4_456_468,0.09254498121343988
MELK,ACM4_456_468,0.09254498121343988
PDHK,ACM4_456_468,0.09254498121343988
PDK1,ACM4_456_468,0.09254498121343988
PIM,ACM4_456_468,0.09254498121343988
PKCA,ACM4_456_468,0.09254498121343988
PKCH,ACM4_456_468,0.09254498121343988
VRK2,ACM4_456_468,0.09254498121343988
BARK1,ADDB_696_708,-0.3031706622890968
CDK,ADDB_696_708,-0.3031706622890968
CK1,ADDB_696_708,-0.3031706622890968
DMPK,ADDB_696_708,-0.3031706622890968
DYRK,ADDB_696_708,-0.3031706622890968
ERK,ADDB_696_708,-0.3031706622890968
GSK,ADDB_696_708,-0.3031706622890968
IKK,ADDB_696_708,-0.3031706622890968
JNK,ADDB_696_708,-0.3031706622890968
MELK,ADDB_696_708,-0.3031706622890968
MST,ADDB_696_708,-0.3031706622890968
NEK,ADDB_696_708,-0.3031706622890968
P38,ADDB_696_708,-0.3031706622890968
PDK1,ADDB_696_708,-0.3031706622890968
PEK,ADDB_696_708,-0.3031706622890968
PKCA,ADDB_696_708,-0.3031706622890968
PKCH,ADDB_696_708,-0.3031706622890968
PLK,ADDB_696_708,-0.3031706622890968
QIK,ADDB_696_708,-0.3031706622890968
RIPK,ADDB_696_708,-0.3031706622890968
STE7,ADDB_696_708,-0.3031706622890968
VRK1,ADDB_696_708,-0.3031706622890968
VRK2,ADDB_696_708,-0.3031706622890968
BARK1,ADDB_706_718,0.09434295923007152
CDK,ADDB_706_718,0.09434295923007152
CHK1,ADDB_706_718,0.09434295923007152
DMPK,ADDB_706_718,0.09434295923007152
DYRK,ADDB_706_718,0.09434295923007152
ERK,ADDB_706_718,0.09434295923007152
JNK,ADDB_706_718,0.09434295923007152
MAPKAPK,ADDB_706_718,0.09434295923007152
MST,ADDB_706_718,0.09434295923007152
NEK,ADDB_706_718,0.09434295923007152
P38,ADDB_706_718,0.09434295923007152
PAKA,ADDB_706_718,0.09434295923007152
PDHK,ADDB_706_718,0.09434295923007152
PDK1,ADDB_706_718,0.09434295923007152
PEK,ADDB_706_718,0.09434295923007152
PHK,ADDB_706_718,0.09434295923007152
PIM,ADDB_706_718,0.09434295923007152
PKCA,ADDB_706_718,0.09434295923007152
PLK,ADDB_706_718,0.09434295923007152
RAD53,ADDB_706_718,0.09434295923007152
RSK,ADDB_706_718,0.09434295923007152
VRK2,ADDB_706_718,0.09434295923007152
AKT,ADRB2_338_350,0.747425985326775
BARK1,ADRB2_338_350,0.747425985326775
CAMK1,ADRB2_338_350,0.747425985326775
CDK,ADRB2_338_350,0.747425985326775
CHK1,ADRB2_338_350,0.747425985326775
DMPK,ADRB2_338_350,0.747425985326775
GRK,ADRB2_338_350,0.747425985326775
PAKA,ADRB2_338_350,0.747425985326775
PKA,ADRB2_338_350,0.747425985326775
PKCA,ADRB2_338_350,0.747425985326775
PKCI,ADRB2_338_350,0.747425985326775
PKG,ADRB2_338_350,0.747425985326775
RAD53,ADRB2_338_350,0.747425985326775
RSK,ADRB2_338_350,0.747425985326775
VRK2,ADRB2_338_350,0.747425985326775
AKT,ANDR_785_797,0.3193155223680059
ATR,ANDR_785_797,0.3193155223680059
BARK1,ANDR_785_797,0.3193155223680059
DMPK,ANDR_785_797,0.3193155223680059
PHK,ANDR_785_797,0.3193155223680059
PIM,ANDR_785_797,0.3193155223680059
PKA,ANDR_785_797,0.3193155223680059
PKD,ANDR_785_797,0.3193155223680059
RAF,ANDR_785_797,0.3193155223680059
RSK,ANDR_785_797,0.3193155223680059
VRK2,ANDR_785_797,0.3193155223680059
AKT,ANXA1_209_221,0.4455914599987934
BARK1,ANXA1_209_221,0.4455914599987934
DMPK,ANXA1_209_221,0.4455914599987934
PHK,ANXA1_209_221,0.4455914599987934
PKA,ANXA1_209_221,0.4455914599987934
PKCA,ANXA1_209_221,0.4455914599987934
PKG,ANXA1_209_221,0.4455914599987934
RSK,ANXA1_209_221,0.4455914599987934
VRK2,ANXA1_209_221,0.4455914599987934
AMPK,BAD_112_124,0.8008922567049348
BARK1,BAD_112_124,0.8008922567049348
CK1,BAD_112_124,0.8008922567049348
DMPK,BAD_112_124,0.8008922567049348
FRAY,BAD_112_124,0.8008922567049348
IRAK,BAD_112_124,0.8008922567049348
NEK,BAD_112_124,0.8008922567049348
PAKA,BAD_112_124,0.8008922567049348
PDHK,BAD_112_124,0.8008922567049348
PEK,BAD_112_124,0.8008922567049348
PHK,BAD_112_124,0.8008922567049348
PIM,BAD_112_124,0.8008922567049348
PKA,BAD_112_124,0.8008922567049348
PKCA,BAD_112_124,0.8008922567049348
PKCI,BAD_112_124,0.8008922567049348
PKD,BAD_112_124,0.8008922567049348
PKG,BAD_112_124,0.8008922567049348
QIK,BAD_112_124,0.8008922567049348
RAF,BAD_112_124,0.8008922567049348
RSK,BAD_112_124,0.8008922567049348
STE7,BAD_112_124,0.8008922567049348
VRK2,BAD_112_124,0.8008922567049348
AKT,BAD_69_81,0.13569511265041417
BARK1,BAD_69_81,0.13569511265041417
CDK,BAD_69_81,0.13569511265041417
DMPK,BAD_69_81,0.13569511265041417
ERK,BAD_69_81,0.13569511265041417
MELK,BAD_69_81,0.13569511265041417
MTOR,BAD_69_81,0.13569511265041417
PAKA,BAD_69_81,0.13569511265041417
PAKB,BAD_69_81,0.13569511265041417
PDHK,BAD_69_81,0.13569511265041417
PDK1,BAD_69_81,0.13569511265041417
PEK,BAD_69_81,0.13569511265041417
PHK,BAD_69_81,0.13569511265041417
PIM,BAD_69_81,0.13569511265041417
PKA,BAD_69_81,0.13569511265041417
PKCA,BAD_69_81,0.13569511265041417
PKCI,BAD_69_81,0.13569511265041417
PKD,BAD_69_81,0.13569511265041417
PKG,BAD_69_81,0.13569511265041417
QIK,BAD_69_81,0.13569511265041417
RAD53,BAD_69_81,0.13569511265041417
RAF,BAD_69_81,0.13569511265041417
RSK,BAD_69_81,0.13569511265041417
SGK,BAD_69_81,0.13569511265041417
VRK2,BAD_69_81,0.13569511265041417
AKT,BAD_93_105,0.05588629154744613
BARK1,BAD_93_105,0.05588629154744613
DMPK,BAD_93_105,0.05588629154744613
