Kinase,Peptide,LFC
BARK1,ACM1_444_456,0.07809200934545135
CDK,ACM1_444_456,0.07809200934545135
CK1,ACM1_444_456,0.07809200934545135
DAPK,ACM1_444_456,0.07809200934545135
DMPK,ACM1_444_456,0.07809200934545135
DYRK,ACM1_444_456,0.07809200934545135
ERK,ACM1_444_456,0.07809200934545135
GSK,ACM1_444_456,0.07809200934545135
IRAK,ACM1_444_456,0.07809200934545135
JNK,ACM1_444_456,0.07809200934545135
MLCK,ACM1_444_456,0.07809200934545135
P38,ACM1_444_456,0.07809200934545135
PDK1,ACM1_444_456,0.07809200934545135
PEK,ACM1_444_456,0.07809200934545135
PHK,ACM1_444_456,0.07809200934545135
PIM,ACM1_444_456,0.07809200934545135
PKCA,ACM1_444_456,0.07809200934545135
RSK,ACM1_444_456,0.07809200934545135
VRK2,ACM1_444_456,0.07809200934545135
BARK1,ACM4_456_468,0.24234141847711815
FRAY,ACM4_456_468,0.24234141847711815
MELK,ACM4_456_468,0.24234141847711815
PDHK,ACM4_456_468,0.24234141847711815
PDK1,ACM4_456_468,0.24234141847711815
PIM,ACM4_456_468,0.24234141847711815
PKCA,ACM4_456_468,0.24234141847711815
PKCH,ACM4_456_468,0.24234141847711815
VRK2,ACM4_456_468,0.24234141847711815
BARK1,ADDB_696_708,0.19250058832666755
CDK,ADDB_696_708,0.19250058832666755
CK1,ADDB_696_708,0.19250058832666755
DMPK,ADDB_696_708,0.19250058832666755
DYRK,ADDB_696_708,0.19250058832666755
ERK,ADDB_696_708,0.19250058832666755
GSK,ADDB_696_708,0.19250058832666755
IKK,ADDB_696_708,0.19250058832666755
JNK,ADDB_696_708,0.19250058832666755
MELK,ADDB_696_708,0.19250058832666755
MST,ADDB_696_708,0.19250058832666755
NEK,ADDB_696_708,0.19250058832666755
P38,ADDB_696_708,0.19250058832666755
PDK1,ADDB_696_708,0.19250058832666755
PEK,ADDB_696_708,0.19250058832666755
PKCA,ADDB_696_708,0.19250058832666755
PKCH,ADDB_696_708,0.19250058832666755
PLK,ADDB_696_708,0.19250058832666755
QIK,ADDB_696_708,0.19250058832666755
RIPK,ADDB_696_708,0.19250058832666755
STE7,ADDB_696_708,0.19250058832666755
VRK1,ADDB_696_708,0.19250058832666755
VRK2,ADDB_696_708,0.19250058832666755
BARK1,ADDB_706_718,0.3906757527244302
CDK,ADDB_706_718,0.3906757527244302
CHK1,ADDB_706_718,0.3906757527244302
DMPK,ADDB_706_718,0.3906757527244302
DYRK,ADDB_706_718,0.3906757527244302
ERK,ADDB_706_718,0.3906757527244302
JNK,ADDB_706_718,0.3906757527244302
MAPKAPK,ADDB_706_718,0.3906757527244302
MST,ADDB_706_718,0.3906757527244302
NEK,ADDB_706_718,0.3906757527244302
P38,ADDB_706_718,0.3906757527244302
PAKA,ADDB_706_718,0.3906757527244302
PDHK,ADDB_706_718,0.3906757527244302
PDK1,ADDB_706_718,0.3906757527244302
PEK,ADDB_706_718,0.3906757527244302
PHK,ADDB_706_718,0.3906757527244302
PIM,ADDB_706_718,0.3906757527244302
PKCA,ADDB_706_718,0.3906757527244302
PLK,ADDB_706_718,0.3906757527244302
RAD53,ADDB_706_718,0.3906757527244302
RSK,ADDB_706_718,0.3906757527244302
VRK2,ADDB_706_718,0.3906757527244302
AKT,ADRB2_338_350,1.0244356277052546
BARK1,ADRB2_338_350,1.0244356277052546
CAMK1,ADRB2_338_350,1.0244356277052546
CDK,ADRB2_338_350,1.0244356277052546
CHK1,ADRB2_338_350,1.0244356277052546
DMPK,ADRB2_338_350,1.0244356277052546
GRK,ADRB2_338_350,1.0244356277052546
PAKA,ADRB2_338_350,1.0244356277052546
PKA,ADRB2_338_350,1.0244356277052546
PKCA,ADRB2_338_350,1.0244356277052546
PKCI,ADRB2_338_350,1.0244356277052546
PKG,ADRB2_338_350,1.0244356277052546
RAD53,ADRB2_338_350,1.0244356277052546
RSK,ADRB2_338_350,1.0244356277052546
VRK2,ADRB2_338_350,1.0244356277052546
AKT,ANDR_785_797,0.38546363625234054
ATR,ANDR_785_797,0.38546363625234054
BARK1,ANDR_785_797,0.38546363625234054
DMPK,ANDR_785_797,0.38546363625234054
PHK,ANDR_785_797,0.38546363625234054
PIM,ANDR_785_797,0.38546363625234054
PKA,ANDR_785_797,0.38546363625234054
PKD,ANDR_785_797,0.38546363625234054
RAF,ANDR_785_797,0.38546363625234054
RSK,ANDR_785_797,0.38546363625234054
VRK2,ANDR_785_797,0.38546363625234054
AKT,ANXA1_209_221,0.617093914431608
BARK1,ANXA1_209_221,0.617093914431608
DMPK,ANXA1_209_221,0.617093914431608
PHK,ANXA1_209_221,0.617093914431608
PKA,ANXA1_209_221,0.617093914431608
PKCA,ANXA1_209_221,0.617093914431608
PKG,ANXA1_209_221,0.617093914431608
RSK,ANXA1_209_221,0.617093914431608
VRK2,ANXA1_209_221,0.617093914431608
AMPK,BAD_112_124,0.9585295553381178
BARK1,BAD_112_124,0.9585295553381178
CK1,BAD_112_124,0.9585295553381178
DMPK,BAD_112_124,0.9585295553381178
FRAY,BAD_112_124,0.9585295553381178
IRAK,BAD_112_124,0.9585295553381178
NEK,BAD_112_124,0.9585295553381178
PAKA,BAD_112_124,0.9585295553381178
PDHK,BAD_112_124,0.9585295553381178
PEK,BAD_112_124,0.9585295553381178
PHK,BAD_112_124,0.9585295553381178
PIM,BAD_112_124,0.9585295553381178
PKA,BAD_112_124,0.9585295553381178
PKCA,BAD_112_124,0.9585295553381178
PKCI,BAD_112_124,0.9585295553381178
PKD,BAD_112_124,0.9585295553381178
PKG,BAD_112_124,0.9585295553381178
QIK,BAD_112_124,0.9585295553381178
RAF,BAD_112_124,0.9585295553381178
RSK,BAD_112_124,0.9585295553381178
STE7,BAD_112_124,0.9585295553381178
VRK2,BAD_112_124,0.9585295553381178
AKT,BAD_69_81,0.4176968951171611
BARK1,BAD_69_81,0.4176968951171611
CDK,BAD_69_81,0.4176968951171611
DMPK,BAD_69_81,0.4176968951171611
ERK,BAD_69_81,0.4176968951171611
MELK,BAD_69_81,0.4176968951171611
MTOR,BAD_69_81,0.4176968951171611
PAKA,BAD_69_81,0.4176968951171611
PAKB,BAD_69_81,0.4176968951171611
PDHK,BAD_69_81,0.4176968951171611
PDK1,BAD_69_81,0.4176968951171611
PEK,BAD_69_81,0.4176968951171611
PHK,BAD_69_81,0.4176968951171611
PIM,BAD_69_81,0.4176968951171611
PKA,BAD_69_81,0.4176968951171611
PKCA,BAD_69_81,0.4176968951171611
PKCI,BAD_69_81,0.4176968951171611
PKD,BAD_69_81,0.4176968951171611
PKG,BAD_69_81,0.4176968951171611
QIK,BAD_69_81,0.4176968951171611
RAD53,BAD_69_81,0.4176968951171611
RAF,BAD_69_81,0.4176968951171611
RSK,BAD_69_81,0.4176968951171611
SGK,BAD_69_81,0.4176968951171611
VRK2,BAD_69_81,0.4176968951171611
AKT,BAD_93_105,0.22063981792997972
BARK1,BAD_93_105,0.22063981792997972
DMPK,BAD_93_105,0.22063981792997972
MAPKAPK,BAD_93_105,0.22063981792997972
PAKA,BAD_93_105,0.22063981792997972
PHK,BAD_93_105,0.22063981792997972
PIM,BAD_93_105,0.22063981792997972
PKA,BAD_93_105,0.22063981792997972
PKCA,BAD_93_105,0.22063981792997972
PKCI,BAD_93_105,0.22063981792997972
PKD,BAD_93_105,0.22063981792997972
PKG,BAD_93_105,0.22063981792997972
QIK,BAD_93_105,0.22063981792997972
RAF,BAD_93_105,0.22063981792997972
RSK,BAD_93_105,0.22063981792997972
SGK,BAD_93_105,0.22063981792997972
VRK2,BAD_93_105,0.22063981792997972
AKT,BCKD_45_57,0.1971063590415956
BARK1,BCKD_45_57,0.1971063590415956
CDK,BCKD_45_57,0.1971063590415956
DMPK,BCKD_45_57,0.1971063590415956
FRAY,BCKD_45_57,0.1971063590415956
GRK,BCKD_45_57,0.1971063590415956
IKK,BCKD_45_57,0.1971063590415956
MAPKAPK,BCKD_45_57,0.1971063590415956
MELK,BCKD_45_57,0.1971063590415956
MLCK,BCKD_45_57,0.1971063590415956
MST,BCKD_45_57,0.1971063590415956
PAKA,BCKD_45_57,0.1971063590415956
PDHK,BCKD_45_57,0.1971063590415956
PDK1,BCKD_45_57,0.1971063590415956
PEK,BCKD_45_57,0.1971063590415956
PHK,BCKD_45_57,0.1971063590415956
PIM,BCKD_45_57,0.1971063590415956
PKA,BCKD_45_57,0.1971063590415956
PKCA,BCKD_45_57,0.1971063590415956
PKG,BCKD_45_57,0.1971063590415956
PLK,BCKD_45_57,0.1971063590415956
QIK,BCKD_45_57,0.1971063590415956
RSK,BCKD_45_57,0.1971063590415956
SGK,BCKD_45_57,0.1971063590415956
STE7,BCKD_45_57,0.1971063590415956
VRK2,BCKD_45_57,0.1971063590415956
BARK1,C1R_201_213,0.21047729546759028
CDK,C1R_201_213,0.21047729546759028
CK1,C1R_201_213,0.21047729546759028
CK2,C1R_201_213,0.21047729546759028
DMPK,C1R_201_213,0.21047729546759028
DYRK,C1R_201_213,0.21047729546759028
ERK,C1R_201_213,0.21047729546759028
IRAK,C1R_201_213,0.21047729546759028
JNK,C1R_201_213,0.21047729546759028
P38,C1R_201_213,0.21047729546759028
PDHK,C1R_201_213,0.21047729546759028
PEK,C1R_201_213,0.21047729546759028
PHK,C1R_201_213,0.21047729546759028
PKCA,C1R_201_213,0.21047729546759028
PLK,C1R_201_213,0.21047729546759028
QIK,C1R_201_213,0.21047729546759028
STE7,C1R_201_213,0.21047729546759028
STKR,C1R_201_213,0.21047729546759028
VRK2,C1R_201_213,0.21047729546759028
BARK1,CAC1C_1974_1986,0.970255193380524
CAMK1,CAC1C_1974_1986,0.970255193380524
MAPKAPK,CAC1C_1974_1986,0.970255193380524
PDHK,CAC1C_1974_1986,0.970255193380524
PHK,CAC1C_1974_1986,0.970255193380524
PIM,CAC1C_1974_1986,0.970255193380524
PKCA,CAC1C_1974_1986,0.970255193380524
PKD,CAC1C_1974_1986,0.970255193380524
PKG,CAC1C_1974_1986,0.970255193380524
QIK,CAC1C_1974_1986,0.970255193380524
RAD53,CAC1C_1974_1986,0.970255193380524
RIPK,CAC1C_1974_1986,0.970255193380524
RSK,CAC1C_1974_1986,0.970255193380524
VRK2,CAC1C_1974_1986,0.970255193380524
AKT,CD27_212_224,0.1579244026807028
BARK1,CD27_212_224,0.1579244026807028
CDK,CD27_212_224,0.1579244026807028
DMPK,CD27_212_224,0.1579244026807028
ERK,CD27_212_224,0.1579244026807028
IKK,CD27_212_224,0.1579244026807028
JNK,CD27_212_224,0.1579244026807028
P38,CD27_212_224,0.1579244026807028
PDHK,CD27_212_224,0.1579244026807028
PEK,CD27_212_224,0.1579244026807028
PHK,CD27_212_224,0.1579244026807028
PIM,CD27_212_224,0.1579244026807028
PKCA,CD27_212_224,0.1579244026807028
PKD,CD27_212_224,0.1579244026807028
QIK,CD27_212_224,0.1579244026807028
RSK,CD27_212_224,0.1579244026807028
VRK2,CD27_212_224,0.1579244026807028
BARK1,CDC2_154_169,0.1659263547018135
CDK,CDC2_154_169,0.1659263547018135
COT,CDC2_154_169,0.1659263547018135
PEK,CDC2_154_169,0.1659263547018135
PKG,CDC2_154_169,0.1659263547018135
RSK,CDC2_154_169,0.1659263547018135
STE7,CDC2_154_169,0.1659263547018135
VRK2,CDC2_154_169,0.1659263547018135
BARK1,CDK7_163_175,0.2627696919937176
CDK,CDK7_163_175,0.2627696919937176
DMPK,CDK7_163_175,0.2627696919937176
DYRK,CDK7_163_175,0.2627696919937176
FRAY,CDK7_163_175,0.2627696919937176
JNK,CDK7_163_175,0.2627696919937176
MAPKAPK,CDK7_163_175,0.2627696919937176
MST,CDK7_163_175,0.2627696919937176
MTOR,CDK7_163_175,0.2627696919937176
P38,CDK7_163_175,0.2627696919937176
PDK1,CDK7_163_175,0.2627696919937176
PEK,CDK7_163_175,0.2627696919937176
PHK,CDK7_163_175,0.2627696919937176
PIM,CDK7_163_175,0.2627696919937176
PKCA,CDK7_163_175,0.2627696919937176
PKCI,CDK7_163_175,0.2627696919937176
PRKDC,CDK7_163_175,0.2627696919937176
QIK,CDK7_163_175,0.2627696919937176
STE7,CDK7_163_175,0.2627696919937176
VRK2,CDK7_163_175,0.2627696919937176
AUR,CENPA_1_14,0.13560177113008215
BARK1,CENPA_1_14,0.13560177113008215
DMPK,CENPA_1_14,0.13560177113008215
MAPKAPK,CENPA_1_14,0.13560177113008215
PIM,CENPA_1_14,0.13560177113008215
PKCA,CENPA_1_14,0.13560177113008215
PKG,CENPA_1_14,0.13560177113008215
VRK2,CENPA_1_14,0.13560177113008215
AMPK,CFTR_730_742,1.2998652497073797
