Kinase,Peptide,LFC
BARK1,ACM1_444_456,0.08224247436529156
CDK,ACM1_444_456,0.08224247436529156
CK1,ACM1_444_456,0.08224247436529156
DAPK,ACM1_444_456,0.08224247436529156
DMPK,ACM1_444_456,0.08224247436529156
DYRK,ACM1_444_456,0.08224247436529156
ERK,ACM1_444_456,0.08224247436529156
GSK,ACM1_444_456,0.08224247436529156
IRAK,ACM1_444_456,0.08224247436529156
JNK,ACM1_444_456,0.08224247436529156
MLCK,ACM1_444_456,0.08224247436529156
P38,ACM1_444_456,0.08224247436529156
PDK1,ACM1_444_456,0.08224247436529156
PEK,ACM1_444_456,0.08224247436529156
PHK,ACM1_444_456,0.08224247436529156
PIM,ACM1_444_456,0.08224247436529156
PKCA,ACM1_444_456,0.08224247436529156
RSK,ACM1_444_456,0.08224247436529156
VRK2,ACM1_444_456,0.08224247436529156
BARK1,ACM4_456_468,0.0287486435741983
FRAY,ACM4_456_468,0.0287486435741983
MELK,ACM4_456_468,0.0287486435741983
PDHK,ACM4_456_468,0.0287486435741983
PDK1,ACM4_456_468,0.0287486435741983
PIM,ACM4_456_468,0.0287486435741983
PKCA,ACM4_456_468,0.0287486435741983
PKCH,ACM4_456_468,0.0287486435741983
VRK2,ACM4_456_468,0.0287486435741983
BARK1,ADDB_696_708,0.14444677619424934
CDK,ADDB_696_708,0.14444677619424934
CK1,ADDB_696_708,0.14444677619424934
DMPK,ADDB_696_708,0.14444677619424934
DYRK,ADDB_696_708,0.14444677619424934
ERK,ADDB_696_708,0.14444677619424934
GSK,ADDB_696_708,0.14444677619424934
IKK,ADDB_696_708,0.14444677619424934
JNK,ADDB_696_708,0.14444677619424934
MELK,ADDB_696_708,0.14444677619424934
MST,ADDB_696_708,0.14444677619424934
NEK,ADDB_696_708,0.14444677619424934
P38,ADDB_696_708,0.14444677619424934
PDK1,ADDB_696_708,0.14444677619424934
PEK,ADDB_696_708,0.14444677619424934
PKCA,ADDB_696_708,0.14444677619424934
PKCH,ADDB_696_708,0.14444677619424934
PLK,ADDB_696_708,0.14444677619424934
QIK,ADDB_696_708,0.14444677619424934
RIPK,ADDB_696_708,0.14444677619424934
STE7,ADDB_696_708,0.14444677619424934
VRK1,ADDB_696_708,0.14444677619424934
VRK2,ADDB_696_708,0.14444677619424934
BARK1,ADDB_706_718,0.1989851740097134
CDK,ADDB_706_718,0.1989851740097134
CHK1,ADDB_706_718,0.1989851740097134
DMPK,ADDB_706_718,0.1989851740097134
DYRK,ADDB_706_718,0.1989851740097134
ERK,ADDB_706_718,0.1989851740097134
JNK,ADDB_706_718,0.1989851740097134
MAPKAPK,ADDB_706_718,0.1989851740097134
MST,ADDB_706_718,0.1989851740097134
NEK,ADDB_706_718,0.1989851740097134
P38,ADDB_706_718,0.1989851740097134
PAKA,ADDB_706_718,0.1989851740097134
PDHK,ADDB_706_718,0.1989851740097134
PDK1,ADDB_706_718,0.1989851740097134
PEK,ADDB_706_718,0.1989851740097134
PHK,ADDB_706_718,0.1989851740097134
PIM,ADDB_706_718,0.1989851740097134
PKCA,ADDB_706_718,0.1989851740097134
PLK,ADDB_706_718,0.1989851740097134
RAD53,ADDB_706_718,0.1989851740097134
RSK,ADDB_706_718,0.1989851740097134
VRK2,ADDB_706_718,0.1989851740097134
AKT,ADRB2_338_350,1.0044839540530723
BARK1,ADRB2_338_350,1.0044839540530723
CAMK1,ADRB2_338_350,1.0044839540530723
CDK,ADRB2_338_350,1.0044839540530723
CHK1,ADRB2_338_350,1.0044839540530723
DMPK,ADRB2_338_350,1.0044839540530723
GRK,ADRB2_338_350,1.0044839540530723
PAKA,ADRB2_338_350,1.0044839540530723
PKA,ADRB2_338_350,1.0044839540530723
PKCA,ADRB2_338_350,1.0044839540530723
PKCI,ADRB2_338_350,1.0044839540530723
PKG,ADRB2_338_350,1.0044839540530723
RAD53,ADRB2_338_350,1.0044839540530723
RSK,ADRB2_338_350,1.0044839540530723
VRK2,ADRB2_338_350,1.0044839540530723
AKT,ANDR_785_797,0.28650272260100884
ATR,ANDR_785_797,0.28650272260100884
BARK1,ANDR_785_797,0.28650272260100884
DMPK,ANDR_785_797,0.28650272260100884
PHK,ANDR_785_797,0.28650272260100884
PIM,ANDR_785_797,0.28650272260100884
PKA,ANDR_785_797,0.28650272260100884
PKD,ANDR_785_797,0.28650272260100884
RAF,ANDR_785_797,0.28650272260100884
RSK,ANDR_785_797,0.28650272260100884
VRK2,ANDR_785_797,0.28650272260100884
AKT,ANXA1_209_221,0.459908358625533
BARK1,ANXA1_209_221,0.459908358625533
DMPK,ANXA1_209_221,0.459908358625533
PHK,ANXA1_209_221,0.459908358625533
PKA,ANXA1_209_221,0.459908358625533
PKCA,ANXA1_209_221,0.459908358625533
PKG,ANXA1_209_221,0.459908358625533
RSK,ANXA1_209_221,0.459908358625533
VRK2,ANXA1_209_221,0.459908358625533
AMPK,BAD_112_124,0.9860094080032336
BARK1,BAD_112_124,0.9860094080032336
CK1,BAD_112_124,0.9860094080032336
DMPK,BAD_112_124,0.9860094080032336
FRAY,BAD_112_124,0.9860094080032336
IRAK,BAD_112_124,0.9860094080032336
NEK,BAD_112_124,0.9860094080032336
PAKA,BAD_112_124,0.9860094080032336
PDHK,BAD_112_124,0.9860094080032336
PEK,BAD_112_124,0.9860094080032336
PHK,BAD_112_124,0.9860094080032336
PIM,BAD_112_124,0.9860094080032336
PKA,BAD_112_124,0.9860094080032336
PKCA,BAD_112_124,0.9860094080032336
PKCI,BAD_112_124,0.9860094080032336
PKD,BAD_112_124,0.9860094080032336
PKG,BAD_112_124,0.9860094080032336
QIK,BAD_112_124,0.9860094080032336
RAF,BAD_112_124,0.9860094080032336
RSK,BAD_112_124,0.9860094080032336
STE7,BAD_112_124,0.9860094080032336
VRK2,BAD_112_124,0.9860094080032336
AKT,BAD_69_81,0.4072845940953173
BARK1,BAD_69_81,0.4072845940953173
CDK,BAD_69_81,0.4072845940953173
DMPK,BAD_69_81,0.4072845940953173
ERK,BAD_69_81,0.4072845940953173
MELK,BAD_69_81,0.4072845940953173
MTOR,BAD_69_81,0.4072845940953173
PAKA,BAD_69_81,0.4072845940953173
PAKB,BAD_69_81,0.4072845940953173
PDHK,BAD_69_81,0.4072845940953173
